Location,Main Library Name,10.15 Phone,Latitude,Longtitude,10.6 Street Address,10.7 City,10.8 Zip Code,10.9 Zip+4 Code,10.1 FSCSKey,URL
CHINATOWN BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2888,37.79521,-122.41023,1135 POWELL ST.,SAN FRANCISCO,94108,1105,CA0114,http://sfpl.org
EUREKA VALLEY/HARVEY MILK MEMORIAL BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5616,37.75614,-122.43257,1 JOSE SARIA CT.,SAN FRANCISCO,94114,1043,CA0114,http://sfpl.org
EXCELSIOR BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2868,37.72713,-122.43335,4400 MISSION ST.,SAN FRANCISCO,94112,1927,CA0114,http://sfpl.org
GLEN PARK BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2858,37.73396,-122.43369,2825 DIAMOND ST.,SAN FRANCISCO,94131,3004,CA0114,http://sfpl.org
GOLDEN GATE VALLEY BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5666,37.79681,-122.42905,1801 GREEN ST.,SAN FRANCISCO,94123,4921,CA0114,http://sfpl.org
INGLESIDE BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2898,37.72415,-122.45626,1298 OCEAN AVE.,SAN FRANCISCO,94112,1831,CA0114,http://sfpl.org
MARINA BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2823,37.80132,-122.43415,1890 CHESTNUT ST.,SAN FRANCISCO,94123,2804,CA0114,http://sfpl.org
MERCED BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2825,37.72671,-122.47448,155 WINSTON DR.,SAN FRANCISCO,94132,2032,CA0114,http://sfpl.org
MISSION BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2800,37.75197,-122.41987,300 BARTLETT ST.,SAN FRANCISCO,94110,3801,CA0114,http://sfpl.org
MISSION BAY BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2838,37.77543,-122.39312,960 4TH ST.,SAN FRANCISCO,94158,1628,CA0114,http://sfpl.org
NOE VALLEY - SALLY BRUNN BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5707,37.75027,-122.43509,451 JERSEY ST.,SAN FRANCISCO,94114,3632,CA0114,http://sfpl.org
NORTH BEACH BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5626,37.80258,-122.41327,850 COLUMBUS AVE.,SAN FRANCISCO,94133,2308,CA0114,http://sfpl.org
OCEAN VIEW BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5615,37.71415,-122.46599,345 RANDOLPH ST.,SAN FRANCISCO,94132,3119,CA0114,http://sfpl.org
ORTEGA BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5700,37.75120,-122.49810,3223 ORTEGA ST.,SAN FRANCISCO,94122,4053,CA0114,http://sfpl.org
PARK BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5656,37.77016,-122.45101,1833 PAGE ST.,SAN FRANCISCO,94117,1909,CA0114,http://sfpl.org
PARKSIDE BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5770,37.74318,-122.47941,1200 TARAVAL ST.,SAN FRANCISCO,94116,2452,CA0114,http://sfpl.org
PORTOLA BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5660,37.72708,-122.40633,380 BACON ST.,SAN FRANCISCO,94134,1754,CA0114,http://sfpl.org
POTRERO BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2822,37.76014,-122.39766,1616 20TH ST.,SAN FRANCISCO,94107,2811,CA0114,http://sfpl.org
PRESIDIO BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2880,37.78889,-122.44487,3150 SACRAMENTO ST.,SAN FRANCISCO,94115,2006,CA0114,http://sfpl.org
RICHMOND/SENATOR MILTON MARKS BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5600,37.78184,-122.46817,351 9TH AVE.,SAN FRANCISCO,94118,2210,CA0114,http://sfpl.org
San Francisco Public Library - Main Library,SAN FRANCISCO PUBLIC LIBRARY,(415) 557-4400,37.77916,-122.41581,100 LARKIN ST.,SAN FRANCISCO,94102,4705,CA0114,http://sfpl.org
SUNSET BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2808,37.76336,-122.47629,1305 18TH AVE.,SAN FRANCISCO,94122,1807,CA0114,http://sfpl.org
VISITACION VALLEY BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2848,37.71243,-122.40792,201 LELAND AVE.,SAN FRANCISCO,94134,2829,CA0114,http://sfpl.org
WEST PORTAL BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-2886,37.74138,-122.46621,190 LENOX WAY,SAN FRANCISCO,94127,1113,CA0114,http://sfpl.org
WESTERN ADDITION BRANCH LIBRARY,SAN FRANCISCO PUBLIC LIBRARY,(415) 355-5727,37.78408,-122.43748,1550 SCOTT ST.,SAN FRANCISCO,94115,3512,CA0114,http://sfpl.org
Almaden Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3040,37.22150,-121.86902,6445 CAMDEN AVE,SAN JOSE,95120,2823,CA0115,http://www.sjpl.org
Alviso Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 263-3626,37.42462,-121.96904,5050 N. 1ST ST.,SAN JOSE,95002,1060,CA0115,http://www.sjpl.org
Bascom Avenue Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3077,37.30763,-121.93140,1000 SOUTH BASCOM AVE,SAN JOSE,95128,3505,CA0115,http://www.sjpl.org
Berryessa Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3050,37.39394,-121.84074,3355 NOBLE AVE.,SAN JOSE,95132,3198,CA0115,http://www.sjpl.org
Biblioteca Latinoamericano Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 294-1237,37.32235,-121.88036,921 S. 1ST ST.,SAN JOSE,95110,2939,CA0115,http://www.sjpl.org
Calabazas Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3066,37.30262,-122.02345,1230 S BLANEY AVE,SAN JOSE,95129,3705,CA0115,http://www.sjpl.org
Cambrian Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3080,37.26441,-121.91504,1780 HILLSDALE AVE.,SAN JOSE,95124,3199,CA0115,http://www.sjpl.org
Dr. Roberto Cruz - Alum Rock Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3090,37.36539,-121.82806,3090 ALUM ROCK AVE,SAN JOSE,95127,2807,CA0115,http://www.sjpl.org
East San Jose Carnegie Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3075,37.34647,-121.86822,1102 E. SANTA CLARA ST.,SAN JOSE,95116,2246,CA0115,http://www.sjpl.org
Edenvale Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3036,37.26771,-121.82112,101 BRANHAM LANE EAST,SAN JOSE,95111,3870,CA0115,http://www.sjpl.org
Educational Park Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3073,37.36565,-121.85777,1772 EDUCATIONAL PARK DR,SAN JOSE,95133,1703,CA0115,http://www.sjpl.org
Evergreen Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3060,37.31380,-121.79585,2635 ABORN RD.,SAN JOSE,95121,1294,CA0115,http://www.sjpl.org
Hillview Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3033,37.33786,-121.83108,1600 HOPKINS DR.,SAN JOSE,95122,1681,CA0115,http://www.sjpl.org
Joyce Ellington Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3043,37.34984,-121.88695,491 E EMPIRE ST,SAN JOSE,95112,3308,CA0115,http://www.sjpl.org
"Dr. Martin Luther King, Jr. Library",SAN JOSE PUBLIC LIBRARY,(408) 808-2000,37.33569,-121.88526,150 E SAN FERNANDO STREET,SAN JOSE,95112,3580,CA0115,http://www.sjpl.org
Mt. Pleasant Neighborhood Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3088,37.35244,-121.80076,3411 ROCKY MOUNTAIN DR.,SAN JOSE,95127,4853,CA0115,http://www.sjpl.org
Pearl Avenue Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3053,37.26789,-121.86631,4270 PEARL AVENUE,SAN JOSE,95136,1844,CA0115,http://www.sjpl.org
Rose Garden Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3070,37.33189,-121.92627,1580 NAGLEE AVE.,SAN JOSE,95126,2013,CA0115,http://www.sjpl.org
Santa Teresa Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3068,37.23750,-121.79976,290 INTERNATIONAL CIR.,SAN JOSE,95119,1110,CA0115,http://www.sjpl.org
Seven Trees Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3056,37.28497,-121.83326,3590 CAS DR,SAN JOSE,95111,2434,CA0115,http://www.sjpl.org
Tully Community Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3030,37.31142,-121.84092,880 TULLY RD,SAN JOSE,95111,1014,CA0115,http://www.sjpl.org
Village Square Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3093,37.31341,-121.77448,4001 EVERGREEN VILLAGE SQUARE,SAN JOSE,95135,1779,CA0115,http://www.sjpl.org
Vineland Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3000,37.24018,-121.89249,1450 BLOSSOM HILL RD,SAN JOSE,95118,3935,CA0115,http://www.sjpl.org
West Valley Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 244-4747,37.30237,-121.97939,1243 SAN TOMAS AQUINO RD.,SAN JOSE,95117,3399,CA0115,http://www.sjpl.org
Willow Glen Branch Library,SAN JOSE PUBLIC LIBRARY,(408) 808-3045,37.30294,-121.90006,1157 MINNESOTA AVE.,SAN JOSE,95125,3324,CA0115,http://www.sjpl.org
SAN JUAN BAUTISTA CITY LIBRARY,SAN JUAN BAUTISTA CITY LIBRARY,(831) 623-4687,36.84751,-121.54052,801 SECOND ST.,SAN JUAN BAUTISTA,95045,1420,CA0116,http://www.san-juan-bautista.ca.us/city/library.htm
MANOR BRANCH LIBRARY,SAN LEANDRO PUBLIC LIBRARY,(510) 577-7970,37.69147,-122.15265,1241 MANOR BLVD,SAN LEANDRO,94579,1501,CA0117,http://www.sanleandrolibrary.org
MULFORD-MARINA BRANCH LIBRARY,SAN LEANDRO PUBLIC LIBRARY,(510) 577-7976,37.69785,-122.18230,13699 AURORA DR.,SAN LEANDRO,94577,4036,CA0117,http://www.sanleandrolibrary.org
SAN LEANDRO PUBLIC MAIN LIBRARY,SAN LEANDRO PUBLIC LIBRARY,(510) 577-3970,37.72605,-122.15394,300 ESTUDILLO AVE.,SAN LEANDRO,94577,4706,CA0117,http://www.sanleandrolibrary.org
SOUTH BRANCH LIBRARY,SAN LEANDRO PUBLIC LIBRARY,(510) 577-7980,37.70870,-122.13400,14799 E. 14TH ST.,SAN LEANDRO,94578,2818,CA0117,http://www.sanleandrolibrary.org
ATASCADERO LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 461-6161,35.48919,-120.66391,6555 CAPISTRANO,ATASCADERO,93422,7202,CA0118,http://slolibrary.org
CAMBRIA LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 927-4336,35.56497,-121.09625,1043 MAIN ST.,CAMBRIA,93428,2820,CA0118,http://slolibrary.org
CAYUCOS LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 995-3312,35.45230,-120.90556,310 B STREET,CAYUCOS,93430,1098,CA0118,http://slolibrary.org
CRESTON LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 239-3010,35.51886,-120.52362,6290 ADAMS,CRESTON,93432,9709,CA0118,http://slolibrary.org
LOS OSOS LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 528-1862,35.31325,-120.83756,2075 PALISADES AVE.,LOS OSOS,93402,2600,CA0118,http://slolibrary.org
MORRO BAY LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 772-6394,35.36716,-120.84626,625 HARBOR ST.,MORRO BAY,93442,1905,CA0118,http://slolibrary.org
NIPOMO LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 929-3994,35.02891,-120.49701,918 W. TEFFT,NIPOMO,93444,9669,CA0118,http://slolibrary.org
Oceano Library,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 474-7478,35.10257,-120.61236,1551 17TH STREET,OCEANO,93445,N/A,CA0118,http://slolibrary.org
SAN LUIS OBISPO CITY-COUNTY LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 781-5991,35.28226,-120.66219,995 PALM ST.,SAN LUIS OBISPO,93401,3218,CA0118,http://slolibrary.org
SAN MIGUEL LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 467-3224,35.75154,-120.69831,254 13TH ST.,SAN MIGUEL,93451,N/A,CA0118,http://slolibrary.org
SANTA MARGARITA LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 438-5622,35.38823,-120.60816,9630 MURPHY ST.,SANTA MARGARITA,93453,N/A,CA0118,http://slolibrary.org
SHANDON LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 237-3009,35.65524,-120.37557,240 EAST CENTRE STREET,SHANDON,93461,N/A,CA0118,http://slolibrary.org
SHELL BEACH LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 773-2263,35.15465,-120.66964,230 LEEWARD AVENUE,SHELL BEACH,93449,2020,CA0118,http://slolibrary.org
SOUTH COUNTY LIBRARY,SAN LUIS OBISPO CITY-COUNTY LIBRARY,(805) 473-7161,35.12454,-120.58974,800 W. BRANCH ST.,ARROYO GRANDE,93420,1901,CA0118,http://slolibrary.org
ATHERTON LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.46319,-122.19693,2 DINKELSPIEL STATION LANE,ATHERTON,94027,3859,CA0120,http://smcl.org
BELMONT LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.50882,-122.29318,1110 ALAMEDA DE LAS PULGAS,BELMONT,94002,3583,CA0120,http://smcl.org
BRISBANE LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.68281,-122.40377,163 VISITACION AVE.,BRISBANE,94005,1563,CA0120,http://smcl.org
EAST PALO ALTO LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.47235,-122.13992,2415 UNIVERSITY AVE.,EAST PALO ALTO,94303,1148,CA0120,http://smcl.org
FOSTER CITY LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.55867,-122.27073,1000 E. HILLSDALE BLVD.,FOSTER CITY,94404,2222,CA0120,http://smcl.org
HALF MOON BAY LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.46486,-122.43283,225 CABRILLO HIGHWAY SOUTH #104B,HALF MOON BAY,94019,1738,CA0120,http://smcl.org
MILLBRAE LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.60231,-122.39695,1 LIBRARY AVE.,MILLBRAE,94030,1897,CA0120,http://smcl.org
NORTH FAIR OAKS LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.47733,-122.21424,2510 MIDDLEFIELD RD,REDWOOD CITY,94063,3402,CA0120,http://smcl.org
PACIFICA LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.63217,-122.49193,104 HILTON WAY,PACIFICA,94044,2739,CA0120,http://smcl.org
PORTOLA VALLEY LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.38195,-122.22998,765 PORTOLA ROAD,PORTOLA VALLEY,94028,7299,CA0120,http://smcl.org
SAN CARLOS LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.50367,-122.26243,610 ELM ST.,SAN CARLOS,94070,3013,CA0120,http://smcl.org
SANCHEZ LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.58445,-122.47635,1111 TERRA NOVA BLVD.,PACIFICA,94044,4310,CA0120,http://smcl.org
WOODSIDE LIBRARY,SAN MATEO COUNTY LIBRARIES,(833) 937-7625,37.42919,-122.25808,3140 WOODSIDE RD.,WOODSIDE,94062,2553,CA0120,http://smcl.org
HILLSDALE BRANCH LIBRARY,SAN MATEO PUBLIC LIBRARY,(650) 522-7880,37.53343,-122.30468,205 W. HILLSDALE BLVD.,SAN MATEO,94403,4217,CA0121,http://www.smplibrary.org
MARINA BRANCH LIBRARY,SAN MATEO PUBLIC LIBRARY,(650) 522-7890,37.55641,-122.29308,1530 SUSAN COURT,SAN MATEO,94403,1193,CA0121,http://www.smplibrary.org
SAN MATEO PUBLIC LIBRARY,SAN MATEO PUBLIC LIBRARY,(650) 522-7800,37.56197,-122.32674,55 WEST THIRD AVE.,SAN MATEO,94402,1513,CA0121,http://www.smplibrary.org
NORTHGATE POP-UP LIBRARY,SAN RAFAEL PUBLIC LIBRARY,(415) 524-2694,38.00422,-122.54420,5800 NORTHGATE DRIVE,SAN RAFAEL,94903,3691,CA0122,http://www.srpubliclibrary.org
PICKLEWEED LIBRARY,SAN RAFAEL PUBLIC LIBRARY,(415) 485-3483,37.96805,-122.49776,50 CANAL ST.,SAN RAFAEL,94901,1900,CA0122,http://www.srpubliclibrary.org
SAN RAFAEL PUBLIC LIBRARY,SAN RAFAEL PUBLIC LIBRARY,(415) 485-3323,37.97503,-122.53261,1100 E ST.,SAN RAFAEL,94901,1900,CA0122,http://www.srpubliclibrary.org
EL SALVADOR COMMUNITY CENTER,SANTA ANA,(714) 647-5296,33.75180,-117.89446,1825 W CIVIC CENTER,SANTA ANA,92703,2821,CA0123,https://www.santa-ana.org/library
GARFIELD COMMUNITY CENTRE,SANTA ANA PUBLIC LIBRARY,(714) 571-4278,33.74907,-117.86042,501 N. LACY ST,SANTA ANA,92701,,CA0123,https://www.santa-ana.org/library
JEROME TEENSPACE,SANTA ANA PUBLIC LIBRARY,(714) 647-6559,33.73742,-117.89881,726 S. CENTER ST.,SANTA ANA,92704,,CA0123,https://www.santa-ana.org/library
NEWHOPE LIBRARY LEARNING CENTER,SANTA ANA PUBLIC LIBRARY,(714) 647-5197,33.74589,-117.92916,122 N. NEWHOPE,SANTA ANA,92703,3126,CA0123,https://www.santa-ana.org/library
ROOSEVELT-WALKER COMMUNITY CENTER,SANTA ANA PUBLIC LIBRARY,(714) 571-4229,33.74231,-117.85730,816 CHESTNUT AVE.,SANTA ANA,92701,,CA0123,https://www.santa-ana.org/library
SANTA ANA PUBLIC LIBRARY,SANTA ANA PUBLIC LIBRARY,(714) 647-5267,33.75114,-117.87317,26 CIVIC CENTER PLAZA,SANTA ANA,92701,4010,CA0123,https://www.santa-ana.org/library
EASTSIDE LIBRARY,SANTA BARBARA PUBLIC LIBRARY,(805) 963-3727,34.42657,-119.68005,1102 E. MONTECITO ST.,SANTA BARBARA,93103,2699,CA0124,http://sbplibrary.org
MONTECITO LIBRARY,SANTA BARBARA PUBLIC LIBRARY,(805) 969-5063,34.43672,-119.63348,1469 E. VALLEY RD,MONTECITO,93108,1242,CA0124,http://sbplibrary.org
SANTA BARBARA PUBLIC LIBRARY,SANTA BARBARA PUBLIC LIBRARY,(805) 962-7653,34.42398,-119.70332,40 E. ANAPAMU ST.,SANTA BARBARA,93101,2722,CA0124,http://sbplibrary.org
MISSION BRANCH LIBRARY,SANTA CLARA CITY LIBRARY,(408) 615-2964,37.34728,-121.94487,1098 LEXINGTON STREET,SANTA CLARA,95050,5443,CA0125,http://sclibrary.org
NORTHSIDE BRANCH LIBRARY,SANTA CLARA CITY LIBRARY,(408) 615-5500,37.39569,-121.94687,695 MORELAND WAY,SANTA CLARA,95054,5134,CA0125,http://sclibrary.org
SANTA CLARA CITY LIBRARY,SANTA CLARA CITY LIBRARY,(408) 615-2930,37.34053,-121.97357,2635 HOMESTEAD ROAD,SANTA CLARA,95051,5322,CA0125,http://sclibrary.org
CAMPBELL LIBRARY,SANTA CLARA COUNTY LIBRARY,(408) 866-1991,37.28824,-121.94327,77 HARRISON AVE.,CAMPBELL,95008,1499,CA0126,http://www.sccl.org
CUPERTINO LIBRARY,SANTA CLARA COUNTY LIBRARY,(408) 446-1677,37.31779,-122.02896,10800 TORRE AVE.,CUPERTINO,95014,3254,CA0126,http://www.sccl.org
GILROY LIBRARY,SANTA CLARA COUNTY LIBRARY,(408) 842-8208,37.00505,-121.57281,350 W 6TH STREET,GILROY,95020,5216,CA0126,http://www.sccl.org
LOS ALTOS LIBRARY,SANTA CLARA COUNTY LIBRARY,(650) 948-7683,37.38088,-122.11330,13 S. SAN ANTONIO RD.,LOS ALTOS,94022,3056,CA0126,http://www.sccl.org
MILPITAS LIBRARY,SANTA CLARA COUNTY LIBRARY,(408) 262-1171,37.43245,-121.90651,160 N MAIN ST,MILPITAS,95035,4323,CA0126,http://www.sccl.org
MORGAN HILL LIBRARY,SANTA CLARA COUNTY LIBRARY,(408) 779-3196,37.12414,-121.66280,660 W. MAIN,MORGAN HILL,95037,4128,CA0126,http://www.sccl.org
SARATOGA LIBRARY,SANTA CLARA COUNTY LIBRARY,(408) 867-6126,37.27012,-122.01511,13650 SARATOGA AVE.,SARATOGA,95070,5099,CA0126,http://www.sccl.org
WOODLAND LIBRARY,SANTA CLARA COUNTY LIBRARY,(650) 969-6030,37.34427,-122.07544,1975 GRANT RD.,LOS ALTOS,94024,6912,CA0126,http://www.sccl.org
CANYON COUNTRY JO ANNE DARCY LIBRARY,SANTA CLARITA PUBLIC LIBRARY,(661) 259-0750,34.41648,-118.45906,18601 SOLEDAD CYN. RD.,SANTA CLARITA,91351,3726,CA0210,http://www.santaclaritalibrary.com
OLD TOWN NEWHALL LIBRARY,SANTA CLARITA PUBLIC LIBRARY,(661) 259-0750,34.38162,-118.53028,24500 MAIN ST.,SANTA CLARITA,91321,2808,CA0210,http://www.santaclaritalibrary.com
Valencia Library,SANTA CLARITA PUBLIC LIBRARY,(661) 259-0750,34.41540,-118.55089,23743 VALENCIA BLVD.,SANTA CLARITA,91355,2105,CA0210,http://www.santaclaritalibrary.com
APTOS BRANCH LIBRARY,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7722,36.98106,-121.90883,7695 SOQUEL DR.,APTOS,95003,3899,CA0127,http://www.santacruzpl.org/
BOULDER CREEK BRANCH LIBRARY,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7723,37.12751,-122.12384,13390 W. PARK AVE.,BOULDER CREEK,95006,9301,CA0127,http://www.santacruzpl.org/
BRANCIFORTE BRANCH LIBRARY,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7724,36.97924,-122.00742,230 GAULT ST.,SANTA CRUZ,95062,2599,CA0127,http://www.santacruzpl.org/
DOWNTOWN BRANCH LIBRARY,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7701,36.97458,-122.02861,224 CHURCH ST.,SANTA CRUZ,95060,3873,CA0127,http://www.santacruzpl.org/
FELTON BRANCH LIBRARY,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7728,37.05294,-122.07431,6299 GUSHEE ST.,FELTON,95018,9140,CA0127,http://www.santacruzpl.org/
GARFIELD PARK BRANCH LIBRARY,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7729,36.95804,-122.03835,705 WOODROW AVE.,SANTA CRUZ,95060,5950,CA0127,http://www.santacruzpl.org/
LA SELVA BEACH BRANCH LIBRARY,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7710,36.93762,-121.86342,314 ESTRELLA,LA SELVA BEACH,95076,1724,CA0127,http://www.santacruzpl.org/
LIVE OAK BRANCH LIBRARY,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7718,36.96277,-121.98046,2380 PORTOLA DR.,SANTA CRUZ,95062,4203,CA0127,http://www.santacruzpl.org/
SCOTTS VALLEY BRANCH LIBRARY,SANTA CRUZ PUBLIC LIBRARIES,(831) 427-7719,37.04962,-122.02856,251 KINGS VILLAGE ROAD,SCOTTS VALLEY,95066,N/A,CA0127,http://www.santacruzpl.org/
SANTA FE SPRINGS CITY LIBRARY,SANTA FE SPRINGS CITY LIBRARY,(562) 868-7738,33.94629,-118.08372,11700 E. TELEGRAPH RD.,SANTA FE SPRINGS,90670,3600,CA0128,http://www.sfslibrary.org
SANTA FE SPRINGS NEIGHBORHOOD CENTER,SANTA FE SPRINGS CITY LIBRARY,(562) 692-0261,33.95878,-118.08545,9255 PIONEER BLVD,SANTA FE SPRINGS,90670,2380,CA0128,http://www.sfslibrary.org
CUYAMA LIBRARY,SANTA MARIA PUBLIC LIBRARY,(661) 766-2490,34.94529,-119.68280,4689 HIGHWAY 166,CUYAMA,93254,176,CA0129,http://www.cityofsantamaria.org/library
GUADALUPE LIBRARY,SANTA MARIA PUBLIC LIBRARY,(805) 343-1405,34.95777,-120.57787,"4719 W. MAIN ST., UNIT D",GUADALUPE,93434,1321,CA0129,http://www.cityofsantamaria.org/library
LOS ALAMOS BRANCH,SANTA MARIA PUBLIC LIBRARY,(805) 344-1025,34.74063,-120.27822,405 HELENA ST,LOS ALAMOS,93440,493,CA0129,http://www.cityofsantamaria.org/library
ORCUTT LIBRARY,SANTA MARIA PUBLIC LIBRARY,(805) 937-6483,34.86472,-120.44825,175 S. BROADWAY,ORCUTT,93455,4621,CA0129,http://www.cityofsantamaria.org/library
SANTA MARIA PUBLIC LIBRARY,SANTA MARIA PUBLIC LIBRARY,(805) 925-0994,34.94857,-120.43531,421 S. MCCLELLAND ST.,SANTA MARIA,93454,5116,CA0129,http://www.cityofsantamaria.org/library
FAIRVIEW BRANCH LIBRARY,SANTA MONICA PUBLIC LIBRARY,(310) 458-8681,34.01469,-118.46363,2101 OCEAN PARK BLVD.,SANTA MONICA,90405,5013,CA0130,https://www.smpl.org
MONTANA AVENUE BRANCH LIBRARY,SANTA MONICA PUBLIC LIBRARY,(310) 458-8682,34.03453,-118.49194,1704 MONTANA AVE.,SANTA MONICA,90403,1908,CA0130,https://www.smpl.org
OCEAN PARK BRANCH LIBRARY,SANTA MONICA PUBLIC LIBRARY,(310) 458-8683,34.00281,-118.48356,2601 MAIN ST.,SANTA MONICA,90405,4001,CA0130,https://www.smpl.org
PICO BRANCH LIBARY,SANTA MONICA PUBLIC LIBRARY,(310) 458-8684,34.02121,-118.46819,2201 PICO BLVD.,SANTA MONICA,90405,1719,CA0130,https://www.smpl.org
MAIN LIBRARY,SANTA MONICA PUBLIC LIBRARY,(310) 458-8600,34.01853,-118.49336,601 SANTA MONICA BLVD,SANTA MONICA,90401,2501,CA0130,https://www.smpl.org
SAUSALITO PUBLIC LIBRARY,SAUSALITO PUBLIC LIBRARY,(415) 289-4121,37.85965,-122.48887,420 LITHO ST.,SAUSALITO,94965,1933,CA0132,http://www.sausalitolibrary.org
SHAFTER LIBRARY,SHAFTER LIBRARY,(661) 746-2156,36.90397,-120.13040,"236 JAMES STREET, SUITE 2",SHAFTER,93263,2031,CA0272,#N/A
ANDERSON LIBRARY,SHASTA PUBLIC LIBRARIES,(530) 365-7685,40.45147,-122.30392,3200 W. CENTER ST.,ANDERSON,96007,3269,CA0133,http://www.shastalibraries.org
