Location,Main Library Name,10.15 Phone,Address,10.7 City,Zip Code,10.9 Zip+4 Code,URL
Madelyn Helling Branch,NEVADA COUNTY LIBRARY,(530) 265-7050,980 Helling Way,NEVADA CITY,95959,8619.0,http://mynevadacounty.com/library
Penn Valley Library Station,NEVADA COUNTY LIBRARY,(530) 432-5764,11336 Pleasant Valley Road,PENN VALLEY,95946,9440.0,http://mynevadacounty.com/library
Truckee Library,NEVADA COUNTY LIBRARY,(530) 582-7846,10031 Levon Avenue,TRUCKEE,96161,4800.0,http://mynevadacounty.com/library
Balboa Library,NEWPORT BEACH PUBLIC LIBRARY,(949) 644-3076,100 E. Balboa Blvd.,NEWPORT BEACH,92661,1118.0,http://www.newportbeachlibrary.org
Central Library,NEWPORT BEACH PUBLIC LIBRARY,(949) 717-3800,1000 Avocado Ave.,NEWPORT BEACH,92660,7915.0,http://www.newportbeachlibrary.org
Corona Del Mar Library,NEWPORT BEACH PUBLIC LIBRARY,(949) 644-3075,410 Marigold Ave.,CORONA DEL MAR,92625,2405.0,http://www.newportbeachlibrary.org
Mariners Branch Library,NEWPORT BEACH PUBLIC LIBRARY,(949) 717-3838,1300 Irvine Avenue.,NEWPORT BEACH,92660,4422.0,http://www.newportbeachlibrary.org
81St Avenue Branch,OAKLAND PUBLIC LIBRARY,(510) 615-5812,1021 81St Avenue,OAKLAND,94621,2455.0,http://oaklandlibrary.org
African American Museum & Library At Oakland,OAKLAND PUBLIC LIBRARY,(510) 637-0200,659 14Th St.,OAKLAND,94612,1242.0,http://oaklandlibrary.org
Asian Branch Library,OAKLAND PUBLIC LIBRARY,(510) 238-3400,"388 9Th St., Suite 190",OAKLAND,94607,4292.0,http://oaklandlibrary.org
Brookfield Village Library,OAKLAND PUBLIC LIBRARY,(510) 615-5725,9255 Edes Ave.,OAKLAND,94603,1117.0,http://oaklandlibrary.org
Cesar E. Chavez Branch Library,OAKLAND PUBLIC LIBRARY,(510) 535-5620,3301 E. 12Th Street,OAKLAND,94601,2940.0,http://oaklandlibrary.org
Dimond Branch Library,OAKLAND PUBLIC LIBRARY,(510) 482-7844,3565 Fruitvale Ave.,OAKLAND,94602,2326.0,http://oaklandlibrary.org
Eastmont Branch Library,OAKLAND PUBLIC LIBRARY,(510) 615-5726,7200 Bancroft Ave. Suite 211,OAKLAND,94605,2477.0,http://oaklandlibrary.org
Elmhurst Branch Library,OAKLAND PUBLIC LIBRARY,(510) 615-5727,1427 88Th Ave.,OAKLAND,94621,1105.0,http://oaklandlibrary.org
Golden Gate Branch Library,OAKLAND PUBLIC LIBRARY,(510) 597-5023,5606 San Pablo Ave.,OAKLAND,94608,2728.0,http://oaklandlibrary.org
Lakeview Branch Library,OAKLAND PUBLIC LIBRARY,(510) 238-7344,550 El Embarcadero,OAKLAND,94610,3612.0,http://oaklandlibrary.org
Martin Luther King Jr. Branch Library,OAKLAND PUBLIC LIBRARY,(510) 615-5728,6833 International Blvd.,OAKLAND,94621,3503.0,http://oaklandlibrary.org
Melrose Branch Library,OAKLAND PUBLIC LIBRARY,(510) 535-5623,4805 Foothill Blvd.,OAKLAND,94601,5327.0,http://oaklandlibrary.org
Montclair Branch Library,OAKLAND PUBLIC LIBRARY,(510) 482-7810,1687 Mountain Blvd.,OAKLAND,94611,2257.0,http://oaklandlibrary.org
Oakland Public Library - Main Library,OAKLAND PUBLIC LIBRARY,(510) 238-3134,125 14Th St.,OAKLAND,94612,4310.0,http://oaklandlibrary.org
Piedmont Avenue Branch Library,OAKLAND PUBLIC LIBRARY,(510) 597-5011,80 Echo Avenue,OAKLAND,94611,4308.0,http://oaklandlibrary.org
Rockridge Branch Library,OAKLAND PUBLIC LIBRARY,(510) 597-5017,5366 College Ave.,OAKLAND,94618,1417.0,http://oaklandlibrary.org
Temescal Branch Library,OAKLAND PUBLIC LIBRARY,(510) 597-5049,5205 Telegraph Ave.,OAKLAND,94609,1917.0,http://oaklandlibrary.org
West Oakland Branch Library,OAKLAND PUBLIC LIBRARY,(510) 238-7352,1801 Adeline St.,OAKLAND,94607,2391.0,http://oaklandlibrary.org
Literacy Learning Center,OCEANSIDE PUBLIC LIBRARY,(760) 435-5680,321 N. Nevada St.,OCEANSIDE,92054,2811.0,http://www.oceansidepubliclibrary.org
Mission Branch Library,OCEANSIDE PUBLIC LIBRARY,(760) 435-5630,3861-B Mission Ave.,OCEANSIDE,92054,1878.0,http://www.oceansidepubliclibrary.org
Oceanside Public Library,OCEANSIDE PUBLIC LIBRARY,(760) 435-5600,330 N. Coast Hwy,OCEANSIDE,92054,2824.0,http://www.oceansidepubliclibrary.org
Lewis Family Branch,ONTARIO CITY LIBRARY,(909) 395-2014,3850 E. Riverside Drive,ONTARIO,91761,2603.0,http://www.ontariocitylibrary.org
Ontario City Library,ONTARIO CITY LIBRARY,(909) 395-2004,215 East C Street,ONTARIO,91764,4111.0,http://www.ontariocitylibrary.org
Aliso Viejo Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 360-1730,1 Journey,ALISO VIEJO,92656,3333.0,http://www.ocpl.org/
Brea Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 671-1722,1 Civic Center Circle,BREA,92821,5784.0,http://www.ocpl.org/
Costa Mesa/Donald Dungan Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 646-8845,1855 Park Ave.,COSTA MESA,92627,2778.0,http://www.ocpl.org/
Cypress Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 826-0350,5331 Orange Ave.,CYPRESS,90630,2985.0,http://www.ocpl.org/
Dana Point Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 496-5517,33841 Niguel Road,DANA POINT,92629,4010.0,http://www.ocpl.org/
El Toro Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 855-8173,24672 Raymond Way,LAKE FOREST,92630,4489.0,http://www.ocpl.org/
Foothill Ranch Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 855-8072,27002 Cabriole,FOOTHILL RANCH,92610,2210.0,http://www.ocpl.org/
Fountain Valley Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 962-1324,17635 Los Alamos St.,FOUNTAIN VALLEY,92708,5299.0,http://www.ocpl.org/
Garden Grove/Chapman Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 539-2115,9182 Chapman Ave.,GARDEN GROVE,92841,2590.0,http://www.ocpl.org/
Garden Grove Main Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 530-0711,11200 Stanford Ave.,GARDEN GROVE,92840,5398.0,http://www.ocpl.org/
Garden Grove Tibor Rubin,ORANGE COUNTY PUBLIC LIBRARIES,(714) 897-2594,11962 Bailey St.,GARDEN GROVE,92845,1104.0,http://www.ocpl.org/
Heritage Park Regional Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 936-4040,14361 Yale Ave.,IRVINE,92604,1901.0,http://www.ocpl.org/
Katie Wheeler Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 669-8753,13019 Old Myford Rd.,IRVINE,92602,2305.0,http://www.ocpl.org/
La Habra Library,ORANGE COUNTY PUBLIC LIBRARIES,(562) 694-0078,221 E. La Habra Blvd.,LA HABRA,90631,5437.0,http://www.ocpl.org/
La Palma Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 523-8585,7842 Walker St.,LA PALMA,90623,1721.0,http://www.ocpl.org/
Ladera Ranch,ORANGE COUNTY PUBLIC LIBRARIES,(949) 234-5940,29551 Sienna Parkway,LADERA RANCH,92694,789.0,http://www.ocpl.org/
Laguna Beach Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 497-1733,363 Glenneyre St.,LAGUNA BEACH,92651,2310.0,http://www.ocpl.org/
Laguna Hills Technology Branch,ORANGE COUNTY PUBLIC LIBRARIES,(949) 707-2699,25555 Alicia Pkwy,LAGUNA HILLS,92653,5341.0,http://www.ocpl.org/
Laguna Niguel Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 249-5252,30341 Crown Valley Parkway,LAGUNA NIGUEL,92677,6326.0,http://www.ocpl.org/
Laguna Woods Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 639-0500,24264 El Toro Road,LAGUNA WOODS,91637,3488.0,http://www.ocpl.org/
Library Of The Canyons,ORANGE COUNTY PUBLIC LIBRARIES,(714) 649-2216,7531 Santiago Canyon Rd.,SILVERADO,92676,9709.0,http://www.ocpl.org/
Los Alamitos-Rossmoor Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(562) 430-1048,12700 Montecito Rd.,SEAL BEACH,90740,2745.0,http://www.ocpl.org/
Mesa Verde Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 546-5274,2969 Mesa Verde Drive East,COSTA MESA,92626,3699.0,http://www.ocpl.org/
Rancho Santa Margarita Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 459-6094,30902 La Promesa,RANCHO SANTA MARGARI,92688,2821.0,http://www.ocpl.org/
San Clemente Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 492-3493,242 Avenida Del Mar,SAN CLEMENTE,92672,4005.0,http://www.ocpl.org/
San Juan Capistrano Regional Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 493-1752,31495 El Camino Real,SAN JUAN CAPISTRANO,92675,2600.0,http://www.ocpl.org/
Seal Beach/Mary Wilson Library,ORANGE COUNTY PUBLIC LIBRARIES,(562) 431-3584,707 Electric Ave.,SEAL BEACH,90740,6196.0,http://www.ocpl.org/
Stanton Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 898-3302,7850 Katella Ave.,STANTON,90680,3195.0,http://www.ocpl.org/
Tustin Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 544-7725,345 E. Main St.,TUSTIN,92780,4491.0,http://www.ocpl.org/
University Park Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 786-4001,4512 Sandburg Way,IRVINE,92612,2794.0,http://www.ocpl.org/
Villa Park Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 998-0861,17865 Santiago Blvd.,VILLA PARK,92861,4105.0,http://www.ocpl.org/
Westminster Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 893-5057,8180 13Th St.,WESTMINSTER,92683,8118.0,http://www.ocpl.org/
El Modena Branch Library,ORANGE PUBLIC LIBRARY,(714) 288-2451,380 S. Hewes St.,ORANGE,92869,4059.0,http://www.cityoforange.org/library
Orange Public Library Main Library,ORANGE PUBLIC LIBRARY,(714) 288-2471,407 E Chapman Ave,ORANGE,92866,1509.0,http://www.cityoforange.org/library
Taft Branch Library,ORANGE PUBLIC LIBRARY,(714) 288-2430,740 E. Taft Ave.,ORANGE,92865,4404.0,http://www.cityoforange.org/library
Orland Free Library,ORLAND FREE LIBRARY,(530) 865-1640,333 Mill St.,ORLAND,95963,1788.0,http://www.orlandfreelibrary.net
Colonia Center Library,OXNARD PUBLIC LIBRARY,(805) 385-8108,1500 Camino Del Sol #26,OXNARD,93030,3725.0,www.oxnard.org/library
Oxnard Public Library,OXNARD PUBLIC LIBRARY,(805) 385-7500,251 South A St.,OXNARD,93030,5742.0,www.oxnard.org/library
South Oxnard Center Branch Library,OXNARD PUBLIC LIBRARY,(805) 385-8129,4300 Saviers Road,OXNARD,93033,7129.0,www.oxnard.org/library
Pacific Grove Public Library,PACIFIC GROVE PUBLIC LIBRARY,(831) 648-5765,550 Central Ave.,PACIFIC GROVE,93950,2789.0,http://www.pacificgrovelibrary.org
Palm Springs Public Library,PALM SPRINGS PUBLIC LIBRARY,(760) 322-7323,300 S. Sunrise Way,PALM SPRINGS,92262,7699.0,http://www.palmspringslibrary.org
Welwood Murray Memorial Library,PALM SPRINGS PUBLIC LIBRARY,(760) 323-8296,100 S. Palm Canyon Dr,PALM SPRINGS,92262,,http://www.palmspringslibrary.org
Palmdale City Library,PALMDALE CITY LIBRARY,(661) 267-5600,700 E. Palmdale Blvd.,PALMDALE,93550,4742.0,http://www.cityofpalmdale.org/library
Children'S Library,PALO ALTO CITY LIBRARY,(650) 329-2436,1276 Harriet St.,PALO ALTO,94301,3461.0,http://www.cityofpaloalto.org/library/
College Terrace Library,PALO ALTO CITY LIBRARY,(650) 329-2436,2300 Wellesley St.,PALO ALTO,94306,1337.0,http://www.cityofpaloalto.org/library/
Downtown Branch,PALO ALTO CITY LIBRARY,(650) 329-2436,270 Forest Ave.,PALO ALTO,94301,2512.0,http://www.cityofpaloalto.org/library/
Rinconada Library,PALO ALTO CITY LIBRARY,(650) 329-2436,1213 Newell Rd.,PALO ALTO,94303,2999.0,http://www.cityofpaloalto.org/library/
Mitchell Park Branch,PALO ALTO CITY LIBRARY,(650) 329-2436,4050 Middlefield Rd.,PALO ALTO,94303,4739.0,http://www.cityofpaloalto.org/library/
Palo Verde Valley District Library,PALO VERDE VALLEY LIBRARY DISTRICT,(760) 922-5371,125 W. Chanslorway,BLYTHE,92225,1245.0,http://www.blythelibrary.org
Malaga Cove Library,PALOS VERDES LIBRARY DISTRICT,(310) 377-9584,2400 Via Campesina,PALOS VERDES ESTATES,90274,1320.0,http://www.pvld.org
Miraleste Library,PALOS VERDES LIBRARY DISTRICT,(310) 377-9584,29089 Palos Verdes Dr. E.,RANCHO PALOS VERDES,90275,6405.0,http://www.pvld.org
Peninsula Center,PALOS VERDES LIBRARY DISTRICT,(310) 377-9584,701 Silver Spur Road,ROLLING HILLS ESTATES,90274,3603.0,http://www.pvld.org
Teen Annex,PALOS VERDES LIBRARY DISTRICT,(310) 377-9584,"627 Silver Spur Road, Suite 210",ROLLING HILLS ESTATE,90274,,http://www.pvld.org
Allendale Branch Library,PASADENA PUBLIC LIBRARY,(626) 744-7260,1130 S. Marengo Ave.,PASADENA,91106,4224.0,http://cityofpasadena.net/library
Hastings Branch Library,PASADENA PUBLIC LIBRARY,(626) 744-7262,3325 E. Orange Grove Blvd.,PASADENA,91107,2018.0,http://cityofpasadena.net/library
Hill Ave. Branch Library,PASADENA PUBLIC LIBRARY,(626) 744-7264,55 S. Hill Ave.,PASADENA,91106,2601.0,http://cityofpasadena.net/library
La Pintoresca Branch Library,PASADENA PUBLIC LIBRARY,(626) 744-7268,1355 N. Raymond Ave.,PASADENA,91103,2235.0,http://cityofpasadena.net/library
Lamanda Park Branch Library,PASADENA PUBLIC LIBRARY,(626) 744-7266,140 S. Altadena Dr.,PASADENA,91107,4262.0,http://cityofpasadena.net/library
Linda Vista Branch Library,PASADENA PUBLIC LIBRARY,(626) 744-7278,1281 Bryant St.,PASADENA,91103,2307.0,http://cityofpasadena.net/library
Pasadena Central Library,PASADENA PUBLIC LIBRARY,(626) 744-4066,285 E. Walnut St.,PASADENA,91101,1598.0,http://cityofpasadena.net/library
San Rafael Branch Library,PASADENA PUBLIC LIBRARY,(626) 744-7270,1240 Nithsdale,PASADENA,91105,1435.0,http://cityofpasadena.net/library
Santa Catalina Branch Library,PASADENA PUBLIC LIBRARY,(626) 744-7272,999 E. Washington Blvd.,PASADENA,91104,2439.0,http://cityofpasadena.net/library
Villa Parke Community Center Library,PASADENA PUBLIC LIBRARY,(626) 744-6510,363 E. Villa,PASADENA,91101,1021.0,http://cityofpasadena.net/library
Library Study Center,PASO ROBLES CITY LIBRARY,(805) 237-4743,3600 Oak St. #101,PASO ROBLES,93446,1023.0,http://www.prcity.com/library
Paso Robles City Library,PASO ROBLES CITY LIBRARY,(805) 237-3870,1000 Spring St.,PASO ROBLES,93446,2207.0,http://www.prcity.com/library
Placentia Library,PLACENTIA LIBRARY DISTRICT,(714) 528-1925,411 E. Chapman Ave.,PLACENTIA,92870,6198.0,https://www.placentialibrary.org
Applegate Library,PLACER COUNTY LIBRARY,(530) 878-2721,18018 Applegate Road,APPLEGATE,95703,267.0,http://www.placer.ca.gov/library
Auburn Library,PLACER COUNTY LIBRARY,(530) 886-4501,350 Nevada St.,AUBURN,95603,3789.0,http://www.placer.ca.gov/library
Colfax Library,PLACER COUNTY LIBRARY,(530) 346-8211,10 W.Church St.,COLFAX,95713,719.0,http://www.placer.ca.gov/library
Foresthill Library,PLACER COUNTY LIBRARY,(530) 367-2785,24580 Main St.,FORESTHILL,95631,419.0,http://www.placer.ca.gov/library
Granite Bay Library,PLACER COUNTY LIBRARY,(916) 791-5590,6475 Douglas Blvd,GRANITE BAY,95746,6226.0,http://www.placer.ca.gov/library
Kings Beach Library,PLACER COUNTY LIBRARY,(530) 546-2021,301 Secline Street,KINGS BEACH,96143,246.0,http://www.placer.ca.gov/library
Penryn Library,PLACER COUNTY LIBRARY,(916) 663-3621,2215 Rippey Road,PENRYN,95663,405.0,http://www.placer.ca.gov/library
Rocklin Library,PLACER COUNTY LIBRARY,(916) 624-3133,4890 Granite Drive,ROCKLIN,95677,,http://www.placer.ca.gov/library
Tahoe City Library,PLACER COUNTY LIBRARY,(530) 583-3382,740 N. Lake Blvd.,TAHOE CITY,96145,6570.0,http://www.placer.ca.gov/library
Pleasanton Public Library,PLEASANTON PUBLIC LIBRARY,(925) 931-3400,400 Old Bernal Ave.,PLEASANTON,94566,7012.0,http://www.cityofpleasantonca.gov/gov/depts/lib/default.asp
Alleghany Station Library,PLUMAS COUNTY LIBRARY,(530) 287-3287,100 Hope Lane,ALLEGHANY,95910,1005.0,https://www.plumascounty.us/546/Library
Chester Branch Library,PLUMAS COUNTY LIBRARY,(530) 258-2742,222 First Ave.,CHESTER,96020,,https://www.plumascounty.us/546/Library
Downieville Station Library,PLUMAS COUNTY LIBRARY,(530) 289-3544,318 Commercial St.,DOWNIEVILLE,95936,,https://www.plumascounty.us/546/Library
Greenville Branch Library,PLUMAS COUNTY LIBRARY,(530) 284-7416,204 Ann St.,GREENVILLE,95947,,https://www.plumascounty.us/546/Library
Loyalton Station Library,PLUMAS COUNTY LIBRARY,(530) 993-1105,511 Main St.,LOYALTON,96118,9995.0,https://www.plumascounty.us/546/Library
Plumas County Library,PLUMAS COUNTY LIBRARY,(530) 283-6310,445 Jackson St.,QUINCY,95971,9410.0,https://www.plumascounty.us/546/Library
Portola Branch Library,PLUMAS COUNTY LIBRARY,(530) 832-4241,34 3Rd Ave.,PORTOLA,96122,9540.0,https://www.plumascounty.us/546/Library
Sierra City Station Library,PLUMAS COUNTY LIBRARY,(530) 862-0210,Hwy. 49,SIERRA CITY,96125,,https://www.plumascounty.us/546/Library
Pomona Public Library,POMONA PUBLIC LIBRARY,(909) 620-2473,625 S. Garey Ave.,POMONA,91766,3322.0,http://www.pomonalibrary.org
Porterville Public Library,PORTERVILLE PUBLIC LIBRARY,(559) 784-0177,"15 East Thurman Avenue, Suite B",PORTERVILLE,93257,3704.0,http://www.portervillelibrary.org
Paul A. Biane Library,RANCHO CUCAMONGA PUBLIC LIBRARY,(909) 477-2720,12505 Cultural Center Drive,RANCHO CUCAMONGA,91739,8546.0,http://www.rcpl.lib.ca.us/
Archibald Library,RANCHO CUCAMONGA PUBLIC LIBRARY,(909) 477-2720,7368 Archibald Avenue,RANCHO CUCAMONGA,91730,1401.0,http://www.rcpl.lib.ca.us/
Rancho Mirage Public Library,RANCHO MIRAGE PUBLIC LIBRARY,(760) 341-7323,71-100 Highway 111,RANCHO MIRAGE,92270,4123.0,http://www.ranchomiragelibrary.org
North Branch Library,REDONDO BEACH PUBLIC LIBRARY,(310) 318-0677,2000 Artesia Boulevard,REDONDO BEACH,90278,3012.0,http://redondo.org/library
Redondo Beach Public Library,REDONDO BEACH PUBLIC LIBRARY,(310) 318-0675,303 N. Pacific Coast Hwy,REDONDO BEACH,90277,2838.0,http://redondo.org/library
Fair Oaks Branch Library,REDWOOD CITY PUBLIC LIBRARY,8339377625,2510 Middlefield Rd,REDWOOD CITY,94063,3402.0,http://www.redwoodcity.org/library
Redwood City Public Library,REDWOOD CITY PUBLIC LIBRARY,(650) 780-7061,1044 Middlefield Road,REDWOOD CITY,94063,1868.0,http://www.redwoodcity.org/library
Redwood Shores Library,REDWOOD CITY PUBLIC LIBRARY,(650) 780-5740,399 Marine Parkway,REDWOOD CITY,94065,5236.0,http://www.redwoodcity.org/library
Schaberg Branch Library,REDWOOD CITY PUBLIC LIBRARY,(650) 780-7010,2140 Euclid Ave.,REDWOOD CITY,94061,1327.0,http://www.redwoodcity.org/library
Bayview Branch Library,RICHMOND PUBLIC LIBRARY,(510) 620-6566,5100 Hartnett Avenue,RICHMOND,94804,3946.0,http://www.richmondlibrary.org
Richmond Public Library (Main Branch),RICHMOND PUBLIC LIBRARY,(510) 620-6555,325 Civic Center Plaza,RICHMOND,94804,1659.0,http://www.richmondlibrary.org
West Side Branch Library,RICHMOND PUBLIC LIBRARY,(510) 620-6567,135 Washington Avenue,RICHMOND,94801,3946.0,http://www.richmondlibrary.org
Anza Valley Community Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 763-4216,57430 Mitchell Rd,ANZA,92539,9289.0,http://www.rivlib.net
Cabazon Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 849-8234,50425 Carmen Ave,CABAZON,92230,,http://www.rivlib.net
Calimesa Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(909) 795-9807,974 Calimesa Blvd,CALIMESA,92320,1139.0,http://www.rivlib.net
Canyon Lake Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 244-9181,31516 Railroad Canyon Rd.,CANYON LAKE,92587,9400.0,http://www.rivlib.net
Cathedral City Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 328-4262,33-520 Date Palm Dr.,CATHEDRAL CITY,92234,1307.0,http://www.rivlib.net
Coachella Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 398-5148,1500 Sixth St.,COACHELLA,92236,1798.0,http://www.rivlib.net
Desert Hot Springs Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 329-5926,14380 Palm Dr.,DESERT HOT SPRINGS,92240,,http://www.rivlib.net
Eastvale Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 273-1520,7447 Scholar Way,EASTVALE,92880,9750.0,http://www.rivlib.net
El Cerrito Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 270-5012,7581 Rudell Road,CORONA,92881,4279.0,http://www.rivlib.net
French Valley Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 926-6636,31526 Skyview Road,WINCHESTER,92596,,http://www.rivlib.net
Glen Avon Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 685-8121,9244 Galena,RIVERSIDE,92509,3966.0,http://www.rivlib.net
Grace Mellman Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 296-3893,41000 County Center,TEMECULA,92591,6023.0,http://www.rivlib.net
Highgrove Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 682-1507,530 W Center St,RIVERSIDE,92507,1413.0,http://www.rivlib.net
Home Gardens Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 279-2148,3785 Neece Street,CORONA,92879,2063.0,http://www.rivlib.net
Idyllwild Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 659-2300,54401 Village Center Dr,IDYLLWILD,92549,68.0,http://www.rivlib.net
Indio Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 347-2383,200 Civic Center Mall,INDIO,92201,4453.0,http://www.rivlib.net
La Quinta Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 564-4767,78-225 Calle Tampico,LA QUINTA,92253,2930.0,http://www.rivlib.net
Lake Elsinore Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 674-4517,600 W. Graham,LAKE ELSINORE,92530,3612.0,http://www.rivlib.net
Lake Tamarisk Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 227-3273,43880 Lake Tamarisk Dr.,DESERT CENTER,92239,,http://www.rivlib.net
Lakeside Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 678-7083,32593 Riverside Dr,LAKE ELSINORE,92530,7802.0,http://www.rivlib.net
Louis Robidoux Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 682-5485,5840 Mission Blvd,RIVERSIDE,92509,4256.0,http://www.rivlib.net
Mead Valley Public Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 943-4727,21580 Oakwood Street,PERRIS,92570,,http://www.rivlib.net
Mecca Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 396-2363,91260 Avenue 66,MECCA,92254,,http://www.rivlib.net
Menifee Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 679-2527,28798 La Piedra Rd,MENIFEE,92584,,http://www.rivlib.net
Norco Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 735-5329,3240 Hamner Ave.,NORCO,92860,1934.0,http://www.rivlib.net
Nuview Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 928-0769,29990 Lakeview Rd.,NUEVO,92567,9180.0,http://www.rivlib.net
Palm Desert Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 346-6552,73-300 Fred Waring Dr.,PALM DESERT,92260,4434.0,http://www.rivlib.net
Paloma Valley Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 301-3682,31375 Bradley Road,MENIFEE,92584,9368.0,http://www.rivlib.net
Perris Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 657-2358,163 E. San Jacinto,PERRIS,92570,2135.0,http://www.rivlib.net
Romoland Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 325-2090,26000 Briggs Road,ROMOLAND,92585,3230.0,http://www.rivlib.net
San Jacinto Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 654-8635,595 S. San Jacinto Ave.,SAN JACINTO,92583,4134.0,http://www.rivlib.net
Sun City Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 679-3534,26982 Cherry Hills Blvd.,SUN CITY,92586,988.0,http://www.rivlib.net
Temecula Public Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 693-8900,30600 Pauba Road,TEMECULA,92592,6206.0,http://www.rivlib.net
Thousand Palms Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 343-1556,31-189 Robert Rd.,THOUSAND PALMS,92276,3235.0,http://www.rivlib.net
Valle Vista Branch Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 927-2611,25757 Fairview Ave.,HEMET,92544,5358.0,http://www.rivlib.net
Wildomar Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 471-3855,34303 Mission Trail,WILDOMAR,92595,8436.0,http://www.rivlib.net
Woodcrest Community Library,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 789-7324,16625 Krameria,RIVERSIDE,92504,5767.0,http://www.rivlib.net
Arlanza Library,RIVERSIDE PUBLIC LIBRARY,(951) 826-2217,8267 Philbin Ave.,RIVERSIDE,92503,,http://www.riversideca.gov/library/
Arlington Library,RIVERSIDE PUBLIC LIBRARY,(951) 826-2291,9556 Magnolia Ave.,RIVERSIDE,92503,3698.0,http://www.riversideca.gov/library/
Casa Blanca Library,RIVERSIDE PUBLIC LIBRARY,(951) 826-2120,2985 Madison St.,RIVERSIDE,92504,4480.0,http://www.riversideca.gov/library/
Eastside Library,RIVERSIDE PUBLIC LIBRARY,(951) 826-2235,4033 Chicago St. Suite C,RIVERSIDE,92507,5340.0,http://www.riversideca.gov/library/
La Sierra Branch Library,RIVERSIDE PUBLIC LIBRARY,(951) 826-2461,4600 La Sierra,RIVERSIDE,92505,2722.0,http://www.riversideca.gov/library/
Marcy Branch Library,RIVERSIDE PUBLIC LIBRARY,(951) 826-2078,6927 Magnolia Avenue,RIVERSIDE,92506,2468.0,http://www.riversideca.gov/library/
